0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.200986536790609946e-02 -6.953152880903491484e-01
2.571874999999999942e-03 8.745320000000000871e-03 1.662835000000000008e-02 2.470637500000000264e-02 3.167564999999999964e-02 3.629157499999999953e-02 3.746684999999999599e-02 3.513265000000000138e-02 2.934305000000000246e-02 1.036460000000000159e-02 -2.934305000000000246e-02 -3.513265000000000138e-02 -3.746684999999999599e-02 -3.629157499999999953e-02 -3.167564999999999964e-02 -2.470637500000000264e-02 -1.662835000000000008e-02 -8.745320000000000871e-03 1.032109143647800056e-02 -6.421382794767257485e-01
-2.571874999999999942e-03 -8.745320000000000871e-03 -1.662835000000000008e-02 -2.470637500000000264e-02 -3.167564999999999964e-02 -3.629157499999999953e-02 -3.746684999999999599e-02 -3.513265000000000138e-02 -2.934305000000000246e-02 -1.036460000000000159e-02 2.934305000000000246e-02 3.513265000000000138e-02 3.746684999999999599e-02 3.629157499999999953e-02 3.167564999999999964e-02 2.470637500000000264e-02 1.662835000000000008e-02 8.745320000000000871e-03 3.009129507008859866e-02 -3.978048863263686785e-01
-4.580000000000000195e-04 4.465000000000000219e-03 1.442799999999999985e-02 7.445000000000000229e-03 1.436199999999999977e-02 -8.252000000000000654e-03 2.886400000000000077e-02 1.070699999999999950e-02 -1.363699999999999982e-02 5.370999999999999906e-03 -2.507500000000000007e-02 2.759700000000000000e-02 1.018999999999999941e-03 -1.851799999999999974e-02 2.206599999999999881e-02 -2.273400000000000074e-02 5.909000000000000190e-03 -7.629000000000000364e-03 4.923263600532350182e-02 -3.256317385741239745e-01
-5.399999999999999798e-05 7.679000000000000062e-03 -5.753000000000000301e-03 -2.403200000000000128e-02 -1.394600000000000006e-02 -1.551100000000000048e-02 -2.417700000000000057e-02 -3.526000000000000054e-03 1.363499999999999955e-02 -8.394000000000000419e-03 -5.569999999999999864e-04 -2.439999999999999895e-03 -6.513999999999999825e-03 3.031800000000000120e-02 2.240999999999999936e-03 4.786999999999999589e-03 1.369500000000000058e-02 6.791000000000000161e-03 4.514903296968599683e-02 -1.795243006130745056e-01
8.100000000000000375e-05 -7.823999999999999358e-03 7.820000000000000562e-03 1.964099999999999874e-02 -1.770800000000000152e-02 2.508099999999999913e-02 2.251999999999999835e-02 -3.324400000000000271e-02 -2.744200000000000111e-02 1.994999999999999812e-03 -4.420000000000000318e-03 -5.141999999999999869e-03 3.017000000000000150e-03 -1.224800000000000021e-02 -9.601000000000000159e-03 -1.984100000000000100e-02 2.043999999999999810e-03 1.688000000000000047e-03 3.336260438380939802e-02 -5.194142475363511258e-01
2.537999999999999892e-03 6.643999999999999732e-03 2.799999999999999755e-04 -3.266999999999999939e-03 2.835700000000000026e-02 -2.384999999999999967e-02 -3.543600000000000222e-02 -2.040799999999999906e-02 9.537999999999999604e-03 -6.590999999999999637e-03 -1.207399999999999966e-02 1.047099999999999941e-02 -2.604100000000000165e-02 2.837399999999999992e-02 -2.080299999999999858e-02 -1.673399999999999888e-02 -8.689999999999999808e-04 -6.061000000000000415e-03 6.236035673544400304e-02 -6.170829044175050321e-02
-2.497000000000000088e-03 -4.381999999999999611e-03 -1.443799999999999945e-02 4.185999999999999617e-03 -1.652899999999999855e-02 1.162000000000000055e-03 -2.328099999999999961e-02 1.870600000000000041e-02 2.655599999999999974e-02 -1.423999999999999919e-03 8.736000000000000709e-03 -7.270999999999999686e-03 -1.402199999999999974e-02 -4.388000000000000407e-03 1.354999999999999954e-02 1.555300000000000085e-02 -4.389999999999999914e-04 3.150000000000000131e-04 3.423825433834799814e-02 -3.930212203749979816e-01
1.955000000000000140e-03 6.321000000000000230e-03 6.135999999999999961e-03 -7.688999999999999654e-03 -2.297899999999999943e-02 3.519499999999999712e-02 -3.281699999999999895e-02 9.619000000000000813e-03 4.107999999999999673e-03 -4.984999999999999848e-03 -2.830799999999999983e-02 -4.107999999999999673e-03 1.677800000000000125e-02 2.746300000000000130e-02 1.256200000000000025e-02 -1.083600000000000015e-02 -1.277000000000000010e-02 8.007000000000000228e-03 5.614393390814410162e-02 -8.971127945040630047e-02
-2.429999999999999977e-04 1.838000000000000007e-03 -3.154999999999999818e-03 -1.166200000000000049e-02 -1.629099999999999993e-02 -1.611699999999999938e-02 -3.342900000000000038e-02 1.476399999999999935e-02 7.527999999999999969e-03 -9.702999999999999819e-03 1.583800000000000138e-02 1.498000000000000026e-02 -2.759299999999999947e-02 2.109000000000000111e-02 2.797399999999999887e-02 5.339999999999999695e-04 -9.398999999999999369e-03 -4.100999999999999611e-03 6.147205104078649895e-02 -1.276560205638246071e-01
