0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.200986536790609946e-02 -6.953152880903491484e-01 -2.016986432133333063e-02 0.000000000000000000e+00
2.571874999999999942e-03 8.745320000000000871e-03 1.662835000000000008e-02 2.470637500000000264e-02 3.167564999999999964e-02 3.629157499999999953e-02 3.746684999999999599e-02 3.513265000000000138e-02 2.934305000000000246e-02 1.036460000000000159e-02 -2.934305000000000246e-02 -3.513265000000000138e-02 -3.746684999999999599e-02 -3.629157499999999953e-02 -3.167564999999999964e-02 -2.470637500000000264e-02 -1.662835000000000008e-02 -8.745320000000000871e-03 1.032109143647800056e-02 -6.421382794767257485e-01 3.025479648200000288e-02 3.025479648200000288e-02
-2.571874999999999942e-03 -8.745320000000000871e-03 -1.662835000000000008e-02 -2.470637500000000264e-02 -3.167564999999999964e-02 -3.629157499999999953e-02 -3.746684999999999599e-02 -3.513265000000000138e-02 -2.934305000000000246e-02 -1.036460000000000159e-02 2.934305000000000246e-02 3.513265000000000138e-02 3.746684999999999599e-02 3.629157499999999953e-02 3.167564999999999964e-02 2.470637500000000264e-02 1.662835000000000008e-02 8.745320000000000871e-03 3.009129507008859866e-02 -3.978048863263686785e-01 -7.059452512466667107e-02 0.000000000000000000e+00
-2.571826382478771024e-03 -8.745319543409141999e-03 -1.662831443111281379e-02 -2.336064971292989290e-02 -8.356671069536190585e-03 -2.704824484350606701e-03 1.194702853142744995e-03 -1.831279741996872257e-03 -9.524898017727271432e-03 -1.036409854549997026e-02 1.002382664022206243e-02 1.000634830051499568e-03 2.628839548993057180e-03 -1.209463101176275505e-03 -6.794430818900156627e-04 -2.164261295595049095e-03 -1.131547717889489716e-03 -8.181533605116218799e-03 1.088375832823659968e-02 -4.906301386595465219e-01 -2.943059673867613746e-02 0.000000000000000000e+00
-2.571855694101020211e-03 -8.745264464809335975e-03 -1.662834429171929432e-02 -2.065405200994240367e-02 -9.211816714625729527e-03 -2.333803066036544034e-03 9.600153349887660453e-04 -1.618927373283667254e-03 -1.008930297340800662e-02 -1.036451593469839109e-02 1.347345574320740411e-02 1.903582300735991682e-03 2.400912653309627155e-03 -9.337763536700089545e-04 -2.136730598773060093e-03 -3.329564383568577642e-03 -7.125880512740619295e-03 -8.744955563125498058e-03 1.214447444185609917e-02 -4.766479611341675193e-01 -2.871635768732853922e-02 0.000000000000000000e+00
-2.571874483683669974e-03 -8.745319276248414431e-03 -1.662833896712497678e-02 -2.470637468119820518e-02 -1.712345973728566367e-02 -5.520464799856029600e-04 2.624886290737995197e-03 3.670793842762185011e-03 -3.056427218531334970e-03 -1.036452219656315565e-02 6.918883736797368580e-03 5.590539707949357395e-03 1.712249357338384466e-03 -1.116307027254219691e-03 -5.012810248190817212e-03 -4.310173406586288551e-03 -1.538183106274080073e-02 -8.745223909637297663e-03 1.094453674657180041e-02 -4.340840895740532002e-01 -2.652788944076736599e-02 0.000000000000000000e+00
-2.571854597954153360e-03 -8.745318462204972401e-03 -1.662829043774560062e-02 -1.939763833198394211e-02 -6.476048790918272589e-03 -3.277521339226756314e-03 2.082150794903097832e-03 -3.767192498804040977e-03 -8.784719256924320221e-03 -1.036457761605352572e-02 1.836785311811361954e-02 -2.247037234664272620e-04 3.045287275089867372e-03 -7.266493497899504782e-04 -1.588076848020091329e-03 -1.725868784441342372e-03 -7.786443479911133933e-03 -8.745293536760101114e-03 1.506498865862830085e-02 -4.873260074011805942e-01 -2.891477648112693311e-02 0.000000000000000000e+00
2.569672063304514250e-03 7.321702379953090069e-03 -6.368138876900162476e-03 -6.213116657554481649e-03 -7.408906818361314303e-03 -9.990441529389585198e-04 5.444801366555452422e-04 -3.037073836698142570e-03 -9.284317496882890999e-03 -1.036439944424559674e-02 1.833969637670768843e-02 8.464345682272025623e-04 4.333630820084403805e-03 -2.644788661525657950e-03 -2.017885344241965306e-03 -5.452226519032238317e-03 -7.858263951433026862e-03 -8.745305688945598580e-03 1.925579931177020046e-02 -6.282633021107542071e-01 -2.351436600712404623e-02 0.000000000000000000e+00
-2.571873975755232383e-03 -8.745317573038006650e-03 -1.662834933560268166e-02 -2.470636193846654366e-02 -2.020273787649115235e-02 2.695753811159900485e-03 -3.196064089344408370e-03 8.617134198281511254e-03 -2.934298402694033442e-02 -1.036459909311512537e-02 9.973065067584403059e-03 1.001926041551195741e-04 5.667586058840591752e-04 3.198421217832624346e-04 -1.554901241656007948e-03 -1.896887280946816037e-03 -1.141192911890591757e-02 -8.744710453983886231e-03 1.118778962102759920e-02 -4.302041533077993751e-01 -3.038991141729253942e-02 0.000000000000000000e+00
-2.571727204054980592e-03 -8.745285767388729162e-03 -1.662834593033045774e-02 -2.470636679940884164e-02 -1.407372638475325871e-02 -1.995646159494601779e-03 3.463321609265569093e-03 2.549333830552166953e-03 -2.977254603126754627e-03 -2.999236718264510545e-03 1.269803631080877390e-02 5.750838842198047716e-03 2.544268183091826559e-03 -3.710401317035544842e-03 -9.496816850481521952e-03 -1.287131789822443598e-02 -1.662834294711370425e-02 -8.745308151871350813e-03 1.490897682989049920e-02 -4.074693864597846993e-01 -2.442568010788591371e-02 0.000000000000000000e+00
